name,definition,codesystem,code,ontologyTermURI
"Aragonese","Aragonese","ISO_639-3:2007","arg","http://www.lexvo.org/data/iso639-3/arg"
"Armenian","Armenian","ISO_639-3:2007","arm","http://www.lexvo.org/data/iso639-3/arm"
"Mapudungun; Mapuche","Mapudungun; Mapuche","ISO_639-3:2007","arn","http://www.lexvo.org/data/iso639-3/arn"
"Arapaho","Arapaho","ISO_639-3:2007","arp","http://www.lexvo.org/data/iso639-3/arp"
"Artificial languages","Artificial languages","ISO_639-3:2007","art","http://www.lexvo.org/data/iso639-3/art"
"Arawak","Arawak","ISO_639-3:2007","arw","http://www.lexvo.org/data/iso639-3/arw"
"Assamese","Assamese","ISO_639-3:2007","asm","http://www.lexvo.org/data/iso639-3/asm"
"Asturian; Bable; Leonese; Asturleonese","Asturian; Bable; Leonese; Asturleonese","ISO_639-3:2007","ast","http://www.lexvo.org/data/iso639-3/ast"
"Athapascan languages","Athapascan languages","ISO_639-3:2007","ath","http://www.lexvo.org/data/iso639-3/ath"
"Australian languages","Australian languages","ISO_639-3:2007","aus","http://www.lexvo.org/data/iso639-3/aus"
"Avaric","Avaric","ISO_639-3:2007","ava","http://www.lexvo.org/data/iso639-3/ava"
"Avestan","Avestan","ISO_639-3:2007","ave","http://www.lexvo.org/data/iso639-3/ave"
"Awadhi","Awadhi","ISO_639-3:2007","awa","http://www.lexvo.org/data/iso639-3/awa"
"Aymara","Aymara","ISO_639-3:2007","aym","http://www.lexvo.org/data/iso639-3/aym"
"Azerbaijani","Azerbaijani","ISO_639-3:2007","aze","http://www.lexvo.org/data/iso639-3/aze"
"Banda languages","Banda languages","ISO_639-3:2007","bad","http://www.lexvo.org/data/iso639-3/bad"
"Bamileke languages","Bamileke languages","ISO_639-3:2007","bai","http://www.lexvo.org/data/iso639-3/bai"
"Bashkir","Bashkir","ISO_639-3:2007","bak","http://www.lexvo.org/data/iso639-3/bak"
"Baluchi","Baluchi","ISO_639-3:2007","bal","http://www.lexvo.org/data/iso639-3/bal"
"Bambara","Bambara","ISO_639-3:2007","bam","http://www.lexvo.org/data/iso639-3/bam"
"Balinese","Balinese","ISO_639-3:2007","ban","http://www.lexvo.org/data/iso639-3/ban"
"Basque","Basque","ISO_639-3:2007","baq","http://www.lexvo.org/data/iso639-3/baq"
"Basa","Basa","ISO_639-3:2007","bas","http://www.lexvo.org/data/iso639-3/bas"
"Baltic languages","Baltic languages","ISO_639-3:2007","bat","http://www.lexvo.org/data/iso639-3/bat"
"Beja; Bedawiyet","Beja; Bedawiyet","ISO_639-3:2007","bej","http://www.lexvo.org/data/iso639-3/bej"
"Belarusian","Belarusian","ISO_639-3:2007","bel","http://www.lexvo.org/data/iso639-3/bel"
"Bemba","Bemba","ISO_639-3:2007","bem","http://www.lexvo.org/data/iso639-3/bem"
"Bengali","Bengali","ISO_639-3:2007","ben","http://www.lexvo.org/data/iso639-3/ben"
"Berber languages","Berber languages","ISO_639-3:2007","ber","http://www.lexvo.org/data/iso639-3/ber"
"Bhojpuri","Bhojpuri","ISO_639-3:2007","bho","http://www.lexvo.org/data/iso639-3/bho"
"Bihari languages","Bihari languages","ISO_639-3:2007","bih","http://www.lexvo.org/data/iso639-3/bih"
"Bikol","Bikol","ISO_639-3:2007","bik","http://www.lexvo.org/data/iso639-3/bik"
"Bini; Edo","Bini; Edo","ISO_639-3:2007","bin","http://www.lexvo.org/data/iso639-3/bin"
"Bislama","Bislama","ISO_639-3:2007","bis","http://www.lexvo.org/data/iso639-3/bis"
"Siksika","Siksika","ISO_639-3:2007","bla","http://www.lexvo.org/data/iso639-3/bla"
"Bantu (Other)","Bantu (Other)","ISO_639-3:2007","bnt","http://www.lexvo.org/data/iso639-3/bnt"
"Bosnian","Bosnian","ISO_639-3:2007","bos","http://www.lexvo.org/data/iso639-3/bos"
"Braj","Braj","ISO_639-3:2007","bra","http://www.lexvo.org/data/iso639-3/bra"
"Breton","Breton","ISO_639-3:2007","bre","http://www.lexvo.org/data/iso639-3/bre"
"Batak languages","Batak languages","ISO_639-3:2007","btk","http://www.lexvo.org/data/iso639-3/btk"
"Buriat","Buriat","ISO_639-3:2007","bua","http://www.lexvo.org/data/iso639-3/bua"
"Buginese","Buginese","ISO_639-3:2007","bug","http://www.lexvo.org/data/iso639-3/bug"
"Bulgarian","Bulgarian","ISO_639-3:2007","bul","http://www.lexvo.org/data/iso639-3/bul"
"Burmese","Burmese","ISO_639-3:2007","bur","http://www.lexvo.org/data/iso639-3/bur"
"Blin; Bilin","Blin; Bilin","ISO_639-3:2007","byn","http://www.lexvo.org/data/iso639-3/byn"
"Caddo","Caddo","ISO_639-3:2007","cad","http://www.lexvo.org/data/iso639-3/cad"
"Central American Indian languages","Central American Indian languages","ISO_639-3:2007","cai","http://www.lexvo.org/data/iso639-3/cai"
"Galibi Carib","Galibi Carib","ISO_639-3:2007","car","http://www.lexvo.org/data/iso639-3/car"
"Catalan; Valencian","Catalan; Valencian","ISO_639-3:2007","cat","http://www.lexvo.org/data/iso639-3/cat"
"Caucasian languages","Caucasian languages","ISO_639-3:2007","cau","http://www.lexvo.org/data/iso639-3/cau"
"Cebuano","Cebuano","ISO_639-3:2007","ceb","http://www.lexvo.org/data/iso639-3/ceb"
"Celtic languages","Celtic languages","ISO_639-3:2007","cel","http://www.lexvo.org/data/iso639-3/cel"
"Chamorro","Chamorro","ISO_639-3:2007","cha","http://www.lexvo.org/data/iso639-3/cha"
"Chibcha","Chibcha","ISO_639-3:2007","chb","http://www.lexvo.org/data/iso639-3/chb"
"Chechen","Chechen","ISO_639-3:2007","che","http://www.lexvo.org/data/iso639-3/che"
"Chagatai","Chagatai","ISO_639-3:2007","chg","http://www.lexvo.org/data/iso639-3/chg"
"Chinese","Chinese","ISO_639-3:2007","chi","http://www.lexvo.org/data/iso639-3/chi"
"Chuukese","Chuukese","ISO_639-3:2007","chk","http://www.lexvo.org/data/iso639-3/chk"
"Mari","Mari","ISO_639-3:2007","chm","http://www.lexvo.org/data/iso639-3/chm"
"Chinook jargon","Chinook jargon","ISO_639-3:2007","chn","http://www.lexvo.org/data/iso639-3/chn"
"Choctaw","Choctaw","ISO_639-3:2007","cho","http://www.lexvo.org/data/iso639-3/cho"
"Chipewyan; Dene Suline","Chipewyan; Dene Suline","ISO_639-3:2007","chp","http://www.lexvo.org/data/iso639-3/chp"
"Cherokee","Cherokee","ISO_639-3:2007","chr","http://www.lexvo.org/data/iso639-3/chr"
"Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic","Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic","ISO_639-3:2007","chu","http://www.lexvo.org/data/iso639-3/chu"
"Chuvash","Chuvash","ISO_639-3:2007","chv","http://www.lexvo.org/data/iso639-3/chv"
"Cheyenne","Cheyenne","ISO_639-3:2007","chy","http://www.lexvo.org/data/iso639-3/chy"
"Chamic languages","Chamic languages","ISO_639-3:2007","cmc","http://www.lexvo.org/data/iso639-3/cmc"
"Coptic","Coptic","ISO_639-3:2007","cop","http://www.lexvo.org/data/iso639-3/cop"
"Cornish","Cornish","ISO_639-3:2007","cor","http://www.lexvo.org/data/iso639-3/cor"
"Corsican","Corsican","ISO_639-3:2007","cos","http://www.lexvo.org/data/iso639-3/cos"
"Creoles and pidgins, English based","Creoles and pidgins, English based","ISO_639-3:2007","cpe","http://www.lexvo.org/data/iso639-3/cpe"
"Creoles and pidgins, French-based","Creoles and pidgins, French-based","ISO_639-3:2007","cpf","http://www.lexvo.org/data/iso639-3/cpf"
"Creoles and pidgins, Portuguese-based","Creoles and pidgins, Portuguese-based","ISO_639-3:2007","cpp","http://www.lexvo.org/data/iso639-3/cpp"
"Cree","Cree","ISO_639-3:2007","cre","http://www.lexvo.org/data/iso639-3/cre"
"Crimean Tatar; Crimean Turkish","Crimean Tatar; Crimean Turkish","ISO_639-3:2007","crh","http://www.lexvo.org/data/iso639-3/crh"
"Creoles and pidgins","Creoles and pidgins","ISO_639-3:2007","crp","http://www.lexvo.org/data/iso639-3/crp"
"Kashubian","Kashubian","ISO_639-3:2007","csb","http://www.lexvo.org/data/iso639-3/csb"
"Cushitic languages","Cushitic languages","ISO_639-3:2007","cus","http://www.lexvo.org/data/iso639-3/cus"
"Czech","Czech","ISO_639-3:2007","cze","http://www.lexvo.org/data/iso639-3/cze"
"Dakota","Dakota","ISO_639-3:2007","dak","http://www.lexvo.org/data/iso639-3/dak"
"Danish","Danish","ISO_639-3:2007","dan","http://www.lexvo.org/data/iso639-3/dan"
"Dargwa","Dargwa","ISO_639-3:2007","dar","http://www.lexvo.org/data/iso639-3/dar"
"Land Dayak languages","Land Dayak languages","ISO_639-3:2007","day","http://www.lexvo.org/data/iso639-3/day"
"Delaware","Delaware","ISO_639-3:2007","del","http://www.lexvo.org/data/iso639-3/del"
"Slave (Athapascan)","Slave (Athapascan)","ISO_639-3:2007","den","http://www.lexvo.org/data/iso639-3/den"
"Dogrib","Dogrib","ISO_639-3:2007","dgr","http://www.lexvo.org/data/iso639-3/dgr"
"Dinka","Dinka","ISO_639-3:2007","din","http://www.lexvo.org/data/iso639-3/din"
"Divehi; Dhivehi; Maldivian","Divehi; Dhivehi; Maldivian","ISO_639-3:2007","div","http://www.lexvo.org/data/iso639-3/div"
"Dogri","Dogri","ISO_639-3:2007","doi","http://www.lexvo.org/data/iso639-3/doi"
"Dravidian languages","Dravidian languages","ISO_639-3:2007","dra","http://www.lexvo.org/data/iso639-3/dra"
"Lower Sorbian","Lower Sorbian","ISO_639-3:2007","dsb","http://www.lexvo.org/data/iso639-3/dsb"
"Duala","Duala","ISO_639-3:2007","dua","http://www.lexvo.org/data/iso639-3/dua"
"Dutch, Middle (ca.1050-1350)","Dutch, Middle (ca.1050-1350)","ISO_639-3:2007","dum","http://www.lexvo.org/data/iso639-3/dum"
"Dutch; Flemish","Dutch; Flemish","ISO_639-3:2007","dut","http://www.lexvo.org/data/iso639-3/dut"
"Dyula","Dyula","ISO_639-3:2007","dyu","http://www.lexvo.org/data/iso639-3/dyu"
"Dzongkha","Dzongkha","ISO_639-3:2007","dzo","http://www.lexvo.org/data/iso639-3/dzo"
"Efik","Efik","ISO_639-3:2007","efi","http://www.lexvo.org/data/iso639-3/efi"
"Egyptian (Ancient)","Egyptian (Ancient)","ISO_639-3:2007","egy","http://www.lexvo.org/data/iso639-3/egy"
"Ekajuk","Ekajuk","ISO_639-3:2007","eka","http://www.lexvo.org/data/iso639-3/eka"
"Elamite","Elamite","ISO_639-3:2007","elx","http://www.lexvo.org/data/iso639-3/elx"
"English","English","ISO_639-3:2007","eng","http://www.lexvo.org/data/iso639-3/eng"
"English, Middle (1100-1500)","English, Middle (1100-1500)","ISO_639-3:2007","enm","http://www.lexvo.org/data/iso639-3/enm"
"Esperanto","Esperanto","ISO_639-3:2007","epo","http://www.lexvo.org/data/iso639-3/epo"
"Estonian","Estonian","ISO_639-3:2007","est","http://www.lexvo.org/data/iso639-3/est"
"Ewe","Ewe","ISO_639-3:2007","ewe","http://www.lexvo.org/data/iso639-3/ewe"
"Ewondo","Ewondo","ISO_639-3:2007","ewo","http://www.lexvo.org/data/iso639-3/ewo"
"Fang","Fang","ISO_639-3:2007","fan","http://www.lexvo.org/data/iso639-3/fan"
"Faroese","Faroese","ISO_639-3:2007","fao","http://www.lexvo.org/data/iso639-3/fao"
"Fanti","Fanti","ISO_639-3:2007","fat","http://www.lexvo.org/data/iso639-3/fat"
"Fijian","Fijian","ISO_639-3:2007","fij","http://www.lexvo.org/data/iso639-3/fij"
"Filipino; Pilipino","Filipino; Pilipino","ISO_639-3:2007","fil","http://www.lexvo.org/data/iso639-3/fil"
"Finnish","Finnish","ISO_639-3:2007","fin","http://www.lexvo.org/data/iso639-3/fin"
"Finno-Ugrian languages","Finno-Ugrian languages","ISO_639-3:2007","fiu","http://www.lexvo.org/data/iso639-3/fiu"
"Fon","Fon","ISO_639-3:2007","fon","http://www.lexvo.org/data/iso639-3/fon"
"French","French","ISO_639-3:2007","fre","http://www.lexvo.org/data/iso639-3/fre"
"French, Middle (ca.1400-1600)","French, Middle (ca.1400-1600)","ISO_639-3:2007","frm","http://www.lexvo.org/data/iso639-3/frm"
"French, Old (842-ca.1400)","French, Old (842-ca.1400)","ISO_639-3:2007","fro","http://www.lexvo.org/data/iso639-3/fro"
"Northern Frisian","Northern Frisian","ISO_639-3:2007","frr","http://www.lexvo.org/data/iso639-3/frr"
"Eastern Frisian","Eastern Frisian","ISO_639-3:2007","frs","http://www.lexvo.org/data/iso639-3/frs"
"Western Frisian","Western Frisian","ISO_639-3:2007","fry","http://www.lexvo.org/data/iso639-3/fry"
"Fulah","Fulah","ISO_639-3:2007","ful","http://www.lexvo.org/data/iso639-3/ful"
"Friulian","Friulian","ISO_639-3:2007","fur","http://www.lexvo.org/data/iso639-3/fur"
"Ga","Ga","ISO_639-3:2007","gaa","http://www.lexvo.org/data/iso639-3/gaa"
"Gayo","Gayo","ISO_639-3:2007","gay","http://www.lexvo.org/data/iso639-3/gay"
"Gbaya","Gbaya","ISO_639-3:2007","gba","http://www.lexvo.org/data/iso639-3/gba"
"Germanic languages","Germanic languages","ISO_639-3:2007","gem","http://www.lexvo.org/data/iso639-3/gem"
"Georgian","Georgian","ISO_639-3:2007","geo","http://www.lexvo.org/data/iso639-3/geo"
"German","German","ISO_639-3:2007","ger","http://www.lexvo.org/data/iso639-3/ger"
"Geez","Geez","ISO_639-3:2007","gez","http://www.lexvo.org/data/iso639-3/gez"
"Gilbertese","Gilbertese","ISO_639-3:2007","gil","http://www.lexvo.org/data/iso639-3/gil"
"Gaelic; Scottish Gaelic","Gaelic; Scottish Gaelic","ISO_639-3:2007","gla","http://www.lexvo.org/data/iso639-3/gla"
"Irish","Irish","ISO_639-3:2007","gle","http://www.lexvo.org/data/iso639-3/gle"
"Galician","Galician","ISO_639-3:2007","glg","http://www.lexvo.org/data/iso639-3/glg"
"Manx","Manx","ISO_639-3:2007","glv","http://www.lexvo.org/data/iso639-3/glv"
"German, Middle High (ca.1050-1500)","German, Middle High (ca.1050-1500)","ISO_639-3:2007","gmh","http://www.lexvo.org/data/iso639-3/gmh"
"German, Old High (ca.750-1050)","German, Old High (ca.750-1050)","ISO_639-3:2007","goh","http://www.lexvo.org/data/iso639-3/goh"
"Gondi","Gondi","ISO_639-3:2007","gon","http://www.lexvo.org/data/iso639-3/gon"
"Gorontalo","Gorontalo","ISO_639-3:2007","gor","http://www.lexvo.org/data/iso639-3/gor"
"Gothic","Gothic","ISO_639-3:2007","got","http://www.lexvo.org/data/iso639-3/got"
"Grebo","Grebo","ISO_639-3:2007","grb","http://www.lexvo.org/data/iso639-3/grb"
"Greek, Ancient (to 1453)","Greek, Ancient (to 1453)","ISO_639-3:2007","grc","http://www.lexvo.org/data/iso639-3/grc"
"Greek, Modern (1453-)","Greek, Modern (1453-)","ISO_639-3:2007","gre","http://www.lexvo.org/data/iso639-3/gre"
"Guarani","Guarani","ISO_639-3:2007","grn","http://www.lexvo.org/data/iso639-3/grn"
"Swiss German; Alemannic; Alsatian","Swiss German; Alemannic; Alsatian","ISO_639-3:2007","gsw","http://www.lexvo.org/data/iso639-3/gsw"
"Gujarati","Gujarati","ISO_639-3:2007","guj","http://www.lexvo.org/data/iso639-3/guj"
"Gwich'in","Gwich'in","ISO_639-3:2007","gwi","http://www.lexvo.org/data/iso639-3/gwi"
"Haida","Haida","ISO_639-3:2007","hai","http://www.lexvo.org/data/iso639-3/hai"
"Haitian; Haitian Creole","Haitian; Haitian Creole","ISO_639-3:2007","hat","http://www.lexvo.org/data/iso639-3/hat"
"Hausa","Hausa","ISO_639-3:2007","hau","http://www.lexvo.org/data/iso639-3/hau"
"Hawaiian","Hawaiian","ISO_639-3:2007","haw","http://www.lexvo.org/data/iso639-3/haw"
"Hebrew","Hebrew","ISO_639-3:2007","heb","http://www.lexvo.org/data/iso639-3/heb"
"Herero","Herero","ISO_639-3:2007","her","http://www.lexvo.org/data/iso639-3/her"
"Hiligaynon","Hiligaynon","ISO_639-3:2007","hil","http://www.lexvo.org/data/iso639-3/hil"
"Himachali languages; Western Pahari languages","Himachali languages; Western Pahari languages","ISO_639-3:2007","him","http://www.lexvo.org/data/iso639-3/him"
"Hindi","Hindi","ISO_639-3:2007","hin","http://www.lexvo.org/data/iso639-3/hin"
"Hittite","Hittite","ISO_639-3:2007","hit","http://www.lexvo.org/data/iso639-3/hit"
"Hmong; Mong","Hmong; Mong","ISO_639-3:2007","hmn","http://www.lexvo.org/data/iso639-3/hmn"
"Hiri Motu","Hiri Motu","ISO_639-3:2007","hmo","http://www.lexvo.org/data/iso639-3/hmo"
"Croatian","Croatian","ISO_639-3:2007","hrv","http://www.lexvo.org/data/iso639-3/hrv"
"Upper Sorbian","Upper Sorbian","ISO_639-3:2007","hsb","http://www.lexvo.org/data/iso639-3/hsb"
"Hungarian","Hungarian","ISO_639-3:2007","hun","http://www.lexvo.org/data/iso639-3/hun"
"Hupa","Hupa","ISO_639-3:2007","hup","http://www.lexvo.org/data/iso639-3/hup"
"Iban","Iban","ISO_639-3:2007","iba","http://www.lexvo.org/data/iso639-3/iba"
"Igbo","Igbo","ISO_639-3:2007","ibo","http://www.lexvo.org/data/iso639-3/ibo"
"Icelandic","Icelandic","ISO_639-3:2007","ice","http://www.lexvo.org/data/iso639-3/ice"
"Ido","Ido","ISO_639-3:2007","ido","http://www.lexvo.org/data/iso639-3/ido"
"Sichuan Yi; Nuosu","Sichuan Yi; Nuosu","ISO_639-3:2007","iii","http://www.lexvo.org/data/iso639-3/iii"
"Ijo languages","Ijo languages","ISO_639-3:2007","ijo","http://www.lexvo.org/data/iso639-3/ijo"
"Inuktitut","Inuktitut","ISO_639-3:2007","iku","http://www.lexvo.org/data/iso639-3/iku"
"Interlingue; Occidental","Interlingue; Occidental","ISO_639-3:2007","ile","http://www.lexvo.org/data/iso639-3/ile"
"Iloko","Iloko","ISO_639-3:2007","ilo","http://www.lexvo.org/data/iso639-3/ilo"
"Interlingua (International Auxiliary Language Association)","Interlingua (International Auxiliary Language Association)","ISO_639-3:2007","ina","http://www.lexvo.org/data/iso639-3/ina"
"Indic languages","Indic languages","ISO_639-3:2007","inc","http://www.lexvo.org/data/iso639-3/inc"
"Indonesian","Indonesian","ISO_639-3:2007","ind","http://www.lexvo.org/data/iso639-3/ind"
"Indo-European languages","Indo-European languages","ISO_639-3:2007","ine","http://www.lexvo.org/data/iso639-3/ine"
"Ingush","Ingush","ISO_639-3:2007","inh","http://www.lexvo.org/data/iso639-3/inh"
"Inupiaq","Inupiaq","ISO_639-3:2007","ipk","http://www.lexvo.org/data/iso639-3/ipk"
"Iranian languages","Iranian languages","ISO_639-3:2007","ira","http://www.lexvo.org/data/iso639-3/ira"
"Iroquoian languages","Iroquoian languages","ISO_639-3:2007","iro","http://www.lexvo.org/data/iso639-3/iro"
"Italian","Italian","ISO_639-3:2007","ita","http://www.lexvo.org/data/iso639-3/ita"
"Javanese","Javanese","ISO_639-3:2007","jav","http://www.lexvo.org/data/iso639-3/jav"
"Lojban","Lojban","ISO_639-3:2007","jbo","http://www.lexvo.org/data/iso639-3/jbo"
"Japanese","Japanese","ISO_639-3:2007","jpn","http://www.lexvo.org/data/iso639-3/jpn"
"Judeo-Persian","Judeo-Persian","ISO_639-3:2007","jpr","http://www.lexvo.org/data/iso639-3/jpr"
"Judeo-Arabic","Judeo-Arabic","ISO_639-3:2007","jrb","http://www.lexvo.org/data/iso639-3/jrb"
"Kara-Kalpak","Kara-Kalpak","ISO_639-3:2007","kaa","http://www.lexvo.org/data/iso639-3/kaa"
"Kabyle","Kabyle","ISO_639-3:2007","kab","http://www.lexvo.org/data/iso639-3/kab"
"Kachin; Jingpho","Kachin; Jingpho","ISO_639-3:2007","kac","http://www.lexvo.org/data/iso639-3/kac"
"Kalaallisut; Greenlandic","Kalaallisut; Greenlandic","ISO_639-3:2007","kal","http://www.lexvo.org/data/iso639-3/kal"
"Kamba","Kamba","ISO_639-3:2007","kam","http://www.lexvo.org/data/iso639-3/kam"
"Kannada","Kannada","ISO_639-3:2007","kan","http://www.lexvo.org/data/iso639-3/kan"
"Karen languages","Karen languages","ISO_639-3:2007","kar","http://www.lexvo.org/data/iso639-3/kar"
"Kashmiri","Kashmiri","ISO_639-3:2007","kas","http://www.lexvo.org/data/iso639-3/kas"
"Kanuri","Kanuri","ISO_639-3:2007","kau","http://www.lexvo.org/data/iso639-3/kau"
"Kawi","Kawi","ISO_639-3:2007","kaw","http://www.lexvo.org/data/iso639-3/kaw"
"Kazakh","Kazakh","ISO_639-3:2007","kaz","http://www.lexvo.org/data/iso639-3/kaz"
"Kabardian","Kabardian","ISO_639-3:2007","kbd","http://www.lexvo.org/data/iso639-3/kbd"
"Khasi","Khasi","ISO_639-3:2007","kha","http://www.lexvo.org/data/iso639-3/kha"
"Khoisan languages","Khoisan languages","ISO_639-3:2007","khi","http://www.lexvo.org/data/iso639-3/khi"
"Central Khmer","Central Khmer","ISO_639-3:2007","khm","http://www.lexvo.org/data/iso639-3/khm"
"Khotanese; Sakan","Khotanese; Sakan","ISO_639-3:2007","kho","http://www.lexvo.org/data/iso639-3/kho"
"Kikuyu; Gikuyu","Kikuyu; Gikuyu","ISO_639-3:2007","kik","http://www.lexvo.org/data/iso639-3/kik"
"Kinyarwanda","Kinyarwanda","ISO_639-3:2007","kin","http://www.lexvo.org/data/iso639-3/kin"
"Kirghiz; Kyrgyz","Kirghiz; Kyrgyz","ISO_639-3:2007","kir","http://www.lexvo.org/data/iso639-3/kir"
"Kimbundu","Kimbundu","ISO_639-3:2007","kmb","http://www.lexvo.org/data/iso639-3/kmb"
"Konkani","Konkani","ISO_639-3:2007","kok","http://www.lexvo.org/data/iso639-3/kok"
"Komi","Komi","ISO_639-3:2007","kom","http://www.lexvo.org/data/iso639-3/kom"
"Kongo","Kongo","ISO_639-3:2007","kon","http://www.lexvo.org/data/iso639-3/kon"
"Korean","Korean","ISO_639-3:2007","kor","http://www.lexvo.org/data/iso639-3/kor"
"Kosraean","Kosraean","ISO_639-3:2007","kos","http://www.lexvo.org/data/iso639-3/kos"
"Kpelle","Kpelle","ISO_639-3:2007","kpe","http://www.lexvo.org/data/iso639-3/kpe"
"Karachay-Balkar","Karachay-Balkar","ISO_639-3:2007","krc","http://www.lexvo.org/data/iso639-3/krc"
"Karelian","Karelian","ISO_639-3:2007","krl","http://www.lexvo.org/data/iso639-3/krl"
"Kru languages","Kru languages","ISO_639-3:2007","kro","http://www.lexvo.org/data/iso639-3/kro"
"Kurukh","Kurukh","ISO_639-3:2007","kru","http://www.lexvo.org/data/iso639-3/kru"
"Kuanyama; Kwanyama","Kuanyama; Kwanyama","ISO_639-3:2007","kua","http://www.lexvo.org/data/iso639-3/kua"
"Kumyk","Kumyk","ISO_639-3:2007","kum","http://www.lexvo.org/data/iso639-3/kum"
"Kurdish","Kurdish","ISO_639-3:2007","kur","http://www.lexvo.org/data/iso639-3/kur"
"Kutenai","Kutenai","ISO_639-3:2007","kut","http://www.lexvo.org/data/iso639-3/kut"
"Ladino","Ladino","ISO_639-3:2007","lad","http://www.lexvo.org/data/iso639-3/lad"
"Lahnda","Lahnda","ISO_639-3:2007","lah","http://www.lexvo.org/data/iso639-3/lah"
"Lamba","Lamba","ISO_639-3:2007","lam","http://www.lexvo.org/data/iso639-3/lam"
"Lao","Lao","ISO_639-3:2007","lao","http://www.lexvo.org/data/iso639-3/lao"
"Latin","Latin","ISO_639-3:2007","lat","http://www.lexvo.org/data/iso639-3/lat"
"Latvian","Latvian","ISO_639-3:2007","lav","http://www.lexvo.org/data/iso639-3/lav"
"Lezghian","Lezghian","ISO_639-3:2007","lez","http://www.lexvo.org/data/iso639-3/lez"
"Limburgan; Limburger; Limburgish","Limburgan; Limburger; Limburgish","ISO_639-3:2007","lim","http://www.lexvo.org/data/iso639-3/lim"
"Lingala","Lingala","ISO_639-3:2007","lin","http://www.lexvo.org/data/iso639-3/lin"
"Lithuanian","Lithuanian","ISO_639-3:2007","lit","http://www.lexvo.org/data/iso639-3/lit"
"Mongo","Mongo","ISO_639-3:2007","lol","http://www.lexvo.org/data/iso639-3/lol"
"Lozi","Lozi","ISO_639-3:2007","loz","http://www.lexvo.org/data/iso639-3/loz"
"Luxembourgish; Letzeburgesch","Luxembourgish; Letzeburgesch","ISO_639-3:2007","ltz","http://www.lexvo.org/data/iso639-3/ltz"
"Luba-Lulua","Luba-Lulua","ISO_639-3:2007","lua","http://www.lexvo.org/data/iso639-3/lua"
"Luba-Katanga","Luba-Katanga","ISO_639-3:2007","lub","http://www.lexvo.org/data/iso639-3/lub"
"Ganda","Ganda","ISO_639-3:2007","lug","http://www.lexvo.org/data/iso639-3/lug"
"Luiseno","Luiseno","ISO_639-3:2007","lui","http://www.lexvo.org/data/iso639-3/lui"
"Lunda","Lunda","ISO_639-3:2007","lun","http://www.lexvo.org/data/iso639-3/lun"
"Luo (Kenya and Tanzania)","Luo (Kenya and Tanzania)","ISO_639-3:2007","luo","http://www.lexvo.org/data/iso639-3/luo"
"Lushai","Lushai","ISO_639-3:2007","lus","http://www.lexvo.org/data/iso639-3/lus"
"Macedonian","Macedonian","ISO_639-3:2007","mac","http://www.lexvo.org/data/iso639-3/mac"
