order,name,label,parent,codesystem,code,ontologyTermURI,definition
,HP_0033932,Arcuate artery intima/media coagulative necrosis,,HP,HP_0033932,http://purl.obolibrary.org/obo/HP_0033932,A type of arcuate artery intima/media necrosis in which the necrotic tissue retains the outlines of the dead (necrotic) structures.
,HP_0033936,Cortical radial artery intima/media liquefactive necrosis,,HP,HP_0033936,http://purl.obolibrary.org/obo/HP_0033936,A type of cortical radial artery intima/media necrosis in which the dead (necrotic) tissue breaks down such that cellular detail is no longer recognized.
,HP_0033939,Renal arteriole intima/media liquefactive necrosis,,HP,HP_0033939,http://purl.obolibrary.org/obo/HP_0033939,A type of renal arteriole intima/media necrosis in which the dead (necrotic) tissue breaks down such that cellular detail is no longer recognized.
,HP_0033933,Arcuate artery intima/media liquefactive necrosis,,HP,HP_0033933,http://purl.obolibrary.org/obo/HP_0033933,A type of arcuate artery intima/media necrosis in which the dead (necrotic) tissue breaks down such that cellular detail is no longer recognized.
,HP_0033934,Arcuate vein intimal/medial storage material accumulation,,HP,HP_0033934,http://purl.obolibrary.org/obo/HP_0033934,"Accumulation of material other than amyloid (glycogen, glycosphingolipid in Fabry's disease, sphingomyelin in Nieman Pick disease, glucosylceramide in Gaucher's disease, gangliosides, mucopolysaccahrides, phytanic acid in Refsum disease) in the inner or middle layer of the arcuate veins of the kidney."
,HP_0033931,Arcuate artery intima/media necrosis,,HP,HP_0033931,http://purl.obolibrary.org/obo/HP_0033931,Death of tissue in the inner or middle layer of the arcuate artery of the kidney.
,HP_0033930,Arcuate artery endoarterial lymphocyte hypercellularity,,HP,HP_0033930,http://purl.obolibrary.org/obo/HP_0033930,A type of arcuate artery endoarterial leukocyte hypercellularity due to the presence of increased number of lymphocytes in the lumen of arcuate artery.
,HP_0033937,Cortical radial artery intima/media coagulative necrosis,,HP,HP_0033937,http://purl.obolibrary.org/obo/HP_0033937,A type of cortical radial artery intima/media necrosis in which the dead (necrotic) tissue retains the outlines of the dead structures.
,HP_0033938,Renal arteriole intima/media necrosis,,HP,HP_0033938,http://purl.obolibrary.org/obo/HP_0033938,Cell death (necrosis) in the inner or middle layer of the arterioles of the kidney.
,HP_0009161,Aplasia/Hypoplasia of the middle phalanx of the 5th finger,,HP,HP_0009161,http://purl.obolibrary.org/obo/HP_0009161,Absence or underdevelopment (hypoplasia) of the middle phalanx of the little (5th) finger.
,HP_0009168,Bullet-shaped middle phalanx of the 5th finger,,HP,HP_0009168,http://purl.obolibrary.org/obo/HP_0009168,Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the middle phalanx of the 5th finger is affected.
,HP_0009165,Stippling of the epiphysis of the distal phalanx of the 5th finger,,HP,HP_0009165,http://purl.obolibrary.org/obo/HP_0009165,"The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphysis of the distal phalanx of the 5th finger."
,HP_0009164,Abnormal calcification of the carpal bones,,HP,HP_0009164,http://purl.obolibrary.org/obo/HP_0009164,
,HP_0009169,Broad middle phalanx of the 5th finger,,HP,HP_0009169,http://purl.obolibrary.org/obo/HP_0009169,Increased width of the middle phalanx of the 5th finger.
,HP_0009167,Irregular epiphysis of the distal phalanx of the 5th finger,,HP,HP_0009167,http://purl.obolibrary.org/obo/HP_0009167,Irregular radiographic opacity of the epiphysis of the distal phalanx of the 5th finger.
,HP_0009166,Fragmentation of the epiphysis of the distal phalanx of the 5th finger,,HP,HP_0009166,http://purl.obolibrary.org/obo/HP_0009166,Fragmented appearance of the epiphysis of the distal phalanx of the 5th finger.
,HP_0009162,Absent middle phalanx of 5th finger,,HP,HP_0009162,http://purl.obolibrary.org/obo/HP_0009162,Absence of the middle phalanx of the little (5th) finger.
,HP_0009160,Absent epiphysis of the proximal phalanx of the 5th finger,,HP,HP_0009160,http://purl.obolibrary.org/obo/HP_0009160,Absence of the epiphysis located at the proximal end of the proximal phalanx of the 5th finger.
,HP_0034761,Neurofibroma by anatomical location,,HP,HP_0034761,http://purl.obolibrary.org/obo/HP_0034761,Neurofibroma categorized according to the anatomical site of origin.
,HP_0034763,Cardiac neurofibroma,,HP,HP_0034763,http://purl.obolibrary.org/obo/HP_0034763,A neurofibroma (benign peripheral nerve sheath tumor) localized in the heart.
,HP_0034766,Muscle fiber polyglucosan inclusion bodies,,HP,HP_0034766,http://purl.obolibrary.org/obo/HP_0034766,Accumulation of a poorly branched and poorly spherical amylopectin-like glycogen (polyglucosan) in muscle fibers.
,HP_0034764,Gastric neurofibroma,,HP,HP_0034764,http://purl.obolibrary.org/obo/HP_0034764,A neurofibroma (benign peripheral nerve sheath tumor) localized in the stomach.
,HP_0034760,Reduced epidermal extracellular matrix protein 1 protein expression,,HP,HP_0034760,http://purl.obolibrary.org/obo/HP_0034760,Lower than normal amount of extracellular matrix protein 1 (ECM1) in the epidermis.
,HP_0034762,Tongue neurofibroma,,HP,HP_0034762,http://purl.obolibrary.org/obo/HP_0034762,A neurofibroma (benign peripheral nerve sheath tumor) localized in the tongue.
,HP_0034769,Pulmonary Langerhans cell histiocytosis,,HP,HP_0034769,http://purl.obolibrary.org/obo/HP_0034769,Accumulation of monoclonal CD1a-positive Langerhans cells in the bronchioles and alveolar interstitium that can cause damage to the lungs.
,HP_0034765,Renal neurofibroma,,HP,HP_0034765,http://purl.obolibrary.org/obo/HP_0034765,A neurofibroma (benign peripheral nerve sheath tumor) localized in the kidney.
,HP_0034767,Abnormal rete ridge morphology,,HP,HP_0034767,http://purl.obolibrary.org/obo/HP_0034767,"Abnormal structure of the rete ridges (also known as rete pegs), which are downward projections of epithelium surrounding the connective tissue papillae in between the dermal papillae."
,HP_0034768,Rete ridge elongation,,HP,HP_0034768,http://purl.obolibrary.org/obo/HP_0034768,Increased length of the rete rdiges of the epidermis.
,HP_0500200,Increased CSF glutamate concentration,,HP,HP_0500200,http://purl.obolibrary.org/obo/HP_0500200,Abnormally increased levels of glutamic acid in cerebrospinal fluid.
,HP_0003832,Abnormality of the tibial plateaux,,HP,HP_0003832,http://purl.obolibrary.org/obo/HP_0003832,
,HP_0500205,Abnormal CSF aspartate family amino acid concentration,,HP,HP_0500205,http://purl.obolibrary.org/obo/HP_0500205,Any deviation from the normal concentration of aspartate-family amino acids in the cerebrospinal fluid.
,HP_0500201,Decreased CSF glutamate concentration,,HP,HP_0500201,http://purl.obolibrary.org/obo/HP_0500201,Abnormally decreased levels of glutamic acid in cerebrospinal fluid.
,HP_0500202,Abnormal CSF arginine concentration,,HP,HP_0500202,http://purl.obolibrary.org/obo/HP_0500202,Any deviation from the normal concentration of arginine in the cerebrospinal fluid.
,HP_0500209,Abnormal CSF methionine concentration,,HP,HP_0500209,http://purl.obolibrary.org/obo/HP_0500209,Any deviation from the normal concentration of methionine in the cerebrospinal fluid.
,HP_0500206,Abnormal CSF lysine concentration,,HP,HP_0500206,http://purl.obolibrary.org/obo/HP_0500206,Any deviation from the normal concentration of lysine in the cerebrospinal fluid.
,HP_0500203,Increased CSF arginine concentration,,HP,HP_0500203,http://purl.obolibrary.org/obo/HP_0500203,Abnormally increased levels of arginine in cerebrospinal fluid.
,HP_0500208,Increased CSF lysine concentration,,HP,HP_0500208,http://purl.obolibrary.org/obo/HP_0500208,Abnormally increased levels of lysine in cerebrospinal fluid.
,HP_0500207,Decreased CSF lysine concentration,,HP,HP_0500207,http://purl.obolibrary.org/obo/HP_0500207,Abnormally decreased levels of lysine in cerebrospinal fluid.
,HP_0500204,Decreased CSF arginine concentration,,HP,HP_0500204,http://purl.obolibrary.org/obo/HP_0500204,Abnormally decreased levels of arginine in cerebrospinal fluid.
,HP_0032496,Elevated terminal:vellus ratio,,HP,HP_0032496,http://purl.obolibrary.org/obo/HP_0032496,An increased proportion of terminal hairs compared to vellus hairs.|A terminal:vellus ratio over 7:1 is characteristic of chronic telogen effluvium.
,HP_0032490,Decreased fecal pH,,HP,HP_0032490,http://purl.obolibrary.org/obo/HP_0032490,"Abnormally low fecal pH, i.e., abnormal acidity of feces."
,HP_0032495,Abnormal terminal:vellus ratio,,HP,HP_0032495,http://purl.obolibrary.org/obo/HP_0032495,"A deviation from the normal proportion of terminal to vellus hairs.|Scalp hairs comprise large terminal hairs and small vellus hairs. Terminal hairs are conspicuous and exceed 0.03 mm in diameter and 1 cm in length, and may be pigmented and medullated. Vellus hairs are inconspicuous and are 0.03 mm or less in diameter and less than 1 cm in length and lack melanin and medulla."
,HP_0032492,Anti-myelin oligodendrocyte glycoprotein antibody positivity,,HP,HP_0032492,http://purl.obolibrary.org/obo/HP_0032492,"Presence of antibodies in the serum that react against myelin oligodendrocyte glycoprotein.|Myelin oligodendrocyte glycoprotein (MOG), a member of the immunoglobulin (Ig) superfamily, is a myelin protein solely expressed at the outermost surface of myelin sheaths and oligodendrocyte membranes. MOG Abs can be found in a subset of predominantly pediatric patients with acute disseminated encephalomyelitis, aquaporin-4 seronegative neuromyelitis optica spectrum disorders, monophasic or recurrent isolated optic neuritis, or transverse myelitis, in atypical multiple sclerosis, and in N-methyl-d-aspartate receptor-encephalitis."
,HP_0032491,Increased circulating argininosuccinic acid,,HP,HP_0032491,http://purl.obolibrary.org/obo/HP_0032491,An increased level of the non-proteinogenic amino acid argininosuccinic acid in the blood circulation.|Argininosuccinic acid is an intermediate in the urea cycle.
,HP_0032497,Reduced terminal:vellus ratio,,HP,HP_0032497,http://purl.obolibrary.org/obo/HP_0032497,A terminal:vellus ratio under 4:1 is characteristic of androgenetic alopecia.|An decreased proportion of terminal hairs compared to vellus hairs.
,HP_0032493,Increased circulating trypsinogen,,HP,HP_0032493,http://purl.obolibrary.org/obo/HP_0032493,An abnormally high concentration of trypsinogen in the blood circulation.|An elevated immunoreactive trypsinogen test can be observed in infants with cystic fibrosis.
,HP_0032499,Giant neutrophil granules,,HP,HP_0032499,http://purl.obolibrary.org/obo/HP_0032499,"The presence of abnormally large granules in neutrophils. This finding can be appreciated on a peripheral blood smear. The finding is characteristic of Chediak Higashi syndrome. The giant granules are derived from azurophil granules, whereas peroxidase-negative granules are not involved in their formation.|In Chediak Higashi syndrome, stimulus-induced giant granule mobilization is severely reduced, which may contribute to the propensity for severe bacterial infections."
,HP_0001096,Keratoconjunctivitis,,HP,HP_0001096,http://purl.obolibrary.org/obo/HP_0001096,Inflammation of the cornea and conjunctiva.
,HP_0001092,Absent lacrimal punctum,,HP,HP_0001092,http://purl.obolibrary.org/obo/HP_0001092,No identifiable superior and/or inferior lacrimal punctum.|The lacrimal puncta (openings of the tear ducts) are normally located at the medial margin of each eyelid. The opening on the lower eyelid border is more visible than the opening on the upper eyelid border.
,HP_0001097,Keratoconjunctivitis sicca,,HP,HP_0001097,http://purl.obolibrary.org/obo/HP_0001097,"Dryness of the eye related to deficiency of the tear film components (aqueous, mucin, or lipid), lid surface abnormalities, or epithelial abnormalities. Keratoconjunctivitis sicca often results in a scratchy or sandy sensation (foreign body sensation) in the eyes, and may also be associated with itching, inability to produce tears, photosensitivity, redness, pain, and difficulty in moving the eyelids."
,HP_0001095,Hypertensive retinopathy,,HP,HP_0001095,http://purl.obolibrary.org/obo/HP_0001095,
,HP_0001098,Abnormal fundus morphology,,HP,HP_0001098,http://purl.obolibrary.org/obo/HP_0001098,Any structural abnormality of the fundus of the eye.
,HP_0001093,Optic nerve dysplasia,,HP,HP_0001093,http://purl.obolibrary.org/obo/HP_0001093,The presence of developmental dysplasia of the optic nerve.
,HP_0001090,Abnormally large globe,,HP,HP_0001090,http://purl.obolibrary.org/obo/HP_0001090,Diffusely large eye (with megalocornea) without glaucoma.|Note that Increased size of palpebral fissues is not a synonym of this term.
,HP_0001099,Fundus atrophy,,HP,HP_0001099,http://purl.obolibrary.org/obo/HP_0001099,
,HP_0001094,Iridocyclitis,,HP,HP_0001094,http://purl.obolibrary.org/obo/HP_0001094,"A type of anterior uveitis, in which there is Inflammation of the iris and the ciliary body."
,HP_0009554,Preauricular hair displacement,,HP,HP_0009554,http://purl.obolibrary.org/obo/HP_0009554,"An tongue-like extension of hair towards the cheeks, in which hair growth extends in front of the ear to the lateral cheekbones."
,HP_0009555,Hypoplasia of the pharynx,,HP,HP_0009555,http://purl.obolibrary.org/obo/HP_0009555,Underdevelopment of the pharynx.
,HP_0009557,Aplasia/Hypoplasia of the distal phalanx of the 2nd finger,,HP,HP_0009557,http://purl.obolibrary.org/obo/HP_0009557,
,HP_0009551,Patchy sclerosis of 2nd finger phalanx,,HP,HP_0009551,http://purl.obolibrary.org/obo/HP_0009551,Uneven (irregular) increase in bone density of one or more of the phalanges of the 2nd finger.
,HP_0009552,Aplasia/Hypoplasia of the phalanges of the 2nd finger,,HP,HP_0009552,http://purl.obolibrary.org/obo/HP_0009552,
,HP_0009558,Broad distal phalanx of the 2nd finger,,HP,HP_0009558,http://purl.obolibrary.org/obo/HP_0009558,Increased width of the distal phalanx of the 2nd finger.
,HP_0009550,Osteolytic defects of the phalanges of the 2nd finger,,HP,HP_0009550,http://purl.obolibrary.org/obo/HP_0009550,
,HP_0009556,Absent tibia,,HP,HP_0009556,http://purl.obolibrary.org/obo/HP_0009556,Absence of the tibia.
,HP_0009559,Bullet-shaped distal phalanx of the 2nd finger,,HP,HP_0009559,http://purl.obolibrary.org/obo/HP_0009559,Bullet-shaped phalanx refers to a short and wide phalanx that tapers distally . Bullet-shaped phalanges lack the normal diaphyseal constriction. This term is used if the distal phalanx of the 2nd finger is affected.
,HP_0009553,Abnormality of the hairline,,HP,HP_0009553,http://purl.obolibrary.org/obo/HP_0009553,The hairline refers to the outline of hair of the head. An abnormality of the hairline can refer to an unusually low or high border between areas of the scalp with and without hair or to abnormal projections of scalp hair.
,HP_0034661,Elevated urine 3-hydroxypropionic acid level,,HP,HP_0034661,http://purl.obolibrary.org/obo/HP_0034661,Amount of 3-hydroxypropionic acid in the urine above the upper limit of normal.
,HP_0034669,Abnormal knee morphology,,HP,HP_0034669,http://purl.obolibrary.org/obo/HP_0034669,A structural abnormality of the knee joint or surrounding structures.
,HP_0034668,Tongue myxoma,,HP,HP_0034668,http://purl.obolibrary.org/obo/HP_0034668,"A myxoma (benign soft tissue neoplasm characterized by the presence of spindle and stellate cells, lobulated growth pattern, and myxoid stroma formation) localized in the tongue."
,HP_0034662,Elevated urine 2-methylcitric acid level,,HP,HP_0034662,http://purl.obolibrary.org/obo/HP_0034662,Amount of 2-methylcitric acid in the urine above the upper limit of normal.
,HP_0034664,Elevated urine 2-hydroxy-3-methylvaleric acid level,,HP,HP_0034664,http://purl.obolibrary.org/obo/HP_0034664,Amount of 2-hydroxy-3-methylvaleric acid in the urine above the upper limit of normal. 2-Hydroxy-3-methylpentanoic acid or 2-hydroxy-3-methylvaleric acid (HMVA) is an organic acid generated by L-isoleucine metabolism.|2-hydroxy-3-methylvaleric acid is elevated in individuals with mapel syrup urine disease.
,HP_0034667,Thumb extension contracture,,HP,HP_0034667,http://purl.obolibrary.org/obo/HP_0034667,Movement in the sagittal plane that increases the angle of the thumb joint (straightens the joint); motion involving posterior bending of the vertebral column or returning to the upright position from a flexed position.
,HP_0034660,Elevated urine 2-methylacetoacetic acid level,,HP,HP_0034660,http://purl.obolibrary.org/obo/HP_0034660,Amount of 2-methylacetoacetic acid in the urine above upper limit of normal.
,HP_0034666,Shoulder extension contracture,,HP,HP_0034666,http://purl.obolibrary.org/obo/HP_0034666,"Lack of the full expected passive range of flexion of the shoulder joint (Shoulder flexion puts the arms from a resting position at one's sides to straight above the head; thus, with shoulder extension contracture it is not possible to raise the arms above the head fully)."
,HP_0034663,Elevated urine 4-hydroxyisovaleric acid level,,HP,HP_0034663,http://purl.obolibrary.org/obo/HP_0034663,Amount of 4-hydroxyisovaleric acid in urine above upper limit of normal.
,HP_0034665,Shoulder contracture,,HP,HP_0034665,http://purl.obolibrary.org/obo/HP_0034665,"Lack of full passive range of motion (restrictions in flexion, extension, or other movements) of the shoulder joint resulting from structural changes of non-bony tissues, such as muscles, tendons, ligaments, joint capsules and/or skin."
,HP_0004608,Anteriorly placed odontoid process,,HP,HP_0004608,http://purl.obolibrary.org/obo/HP_0004608,Anterior mislocalization of the dens of the axis.
,HP_0004606,Unossified vertebral bodies,,HP,HP_0004606,http://purl.obolibrary.org/obo/HP_0004606,A lack of ossification of the vertebral bodies.
,HP_0004602,Cervical C2/C3 vertebral fusion,,HP,HP_0004602,http://purl.obolibrary.org/obo/HP_0004602,"Fusion of cervical vertebrae at C2 and C3, caused by a failure in the normal segmentation or division of the cervical vertebrae during the early weeks of fetal development, leading to a short neck with a low hairline at the back of the head, and restricted mobility of the upper spine."
,HP_0004601,Spina bifida occulta at L5,,HP,HP_0004601,http://purl.obolibrary.org/obo/HP_0004601,The closed form of spina bifida with incomplete closure of the vertebra L5 with intact overlying skin.
,HP_0004609,Patchy distortion of vertebrae,,HP,HP_0004609,http://purl.obolibrary.org/obo/HP_0004609,
,HP_0004605,Absent vertebral body mineralization,,HP,HP_0004605,http://purl.obolibrary.org/obo/HP_0004605,A lack of bone mineralization of the vertebral bodies.
,HP_0004603,Hyperconvex vertebral body endplates,,HP,HP_0004603,http://purl.obolibrary.org/obo/HP_0004603,
,HP_0004607,Anterior beaking of lower thoracic vertebrae,,HP,HP_0004607,http://purl.obolibrary.org/obo/HP_0004607,Anterior tongue-like protrusions of the lower thoracic vertebral bodies.
,HP_0006802,Abnormal anterior horn cell morphology,,HP,HP_0006802,http://purl.obolibrary.org/obo/HP_0006802,Any anomaly of the anterior horn cell.|Anterior horn cells are efferent neurons that passes from the central nervous system or a ganglion toward or to a muscle. They conduct nerve impulses that lead to movement of muscles.
,HP_0006803,Vivid hallucination,,HP,HP_0006803,http://purl.obolibrary.org/obo/HP_0006803,"Perceptual experiences that are vivid, intense, and sensory in nature occur in the absence of corresponding stimuli from the external environment."
,HP_0006801,Hyperactive deep tendon reflexes,,HP,HP_0006801,http://purl.obolibrary.org/obo/HP_0006801,
,HP_0006808,Cerebral hypomyelination,,HP,HP_0006808,http://purl.obolibrary.org/obo/HP_0006808,Reduced amount of myelin in the nervous system resulting from defective myelinogenesis in the white matter of the central nervous system.
,HP_0007267,Chronic axonal neuropathy,,HP,HP_0007267,http://purl.obolibrary.org/obo/HP_0007267,An abnormality characterized by chronic impairment of the normal functioning of the axons.|This feature is assayed with sural nerve biopsy and is generally taken to be indicative of neuropathy in other peripheral nerves.
,HP_0007260,Type II lissencephaly,,HP,HP_0007260,http://purl.obolibrary.org/obo/HP_0007260,A form of lissencephaly characterized by an uneven cortical surface with a so called 'cobblestone' appearace. There are no distinguishable cortical layers.
,HP_0007263,Spinocerebellar atrophy,,HP,HP_0007263,http://purl.obolibrary.org/obo/HP_0007263,Atrophy affecting the cerebellum and the spinocerebellar tracts of the spinal cord.
,HP_0007269,Spinal muscular atrophy,,HP,HP_0007269,http://purl.obolibrary.org/obo/HP_0007269,Muscular weakness and atrophy related to loss of the motor neurons of the spinal cord and brainstem.
,HP_0007262,Symmetric peripheral demyelination,,HP,HP_0007262,http://purl.obolibrary.org/obo/HP_0007262,A symmetric loss of myelin from the internode regions along myelinated nerve fibers of the peripheral nervous system.
,HP_0007265,Absent mesencephalon,,HP,HP_0007265,http://purl.obolibrary.org/obo/HP_0007265,Agenesis of the midbrain.|Midbrain and mesencephalon are synonymous.
,HP_0007268,Aprosencephaly,,HP,HP_0007268,http://purl.obolibrary.org/obo/HP_0007268,
,HP_0007266,Cerebral dysmyelination,,HP,HP_0007266,http://purl.obolibrary.org/obo/HP_0007266,Defective structure and function of myelin sheaths of the white matter of the brain.
,HP_0009892,Anotia,,HP,HP_0009892,http://purl.obolibrary.org/obo/HP_0009892,Complete absence of any auricular structures.|Complete absence of the auricle (external ear). The skin of the cheek passes smoothly over the aural area without definite elevation or depression.
,HP_0009894,Thickened ears,,HP,HP_0009894,http://purl.obolibrary.org/obo/HP_0009894,Increased thickness of the external ear.
,HP_0009898,Underdeveloped crus of the helix,,HP,HP_0009898,http://purl.obolibrary.org/obo/HP_0009898,"Developmental hypoplasia of the crus of the helix. That is, flatter and/or shorter crus helix than average."
,HP_0009890,High anterior hairline,,HP,HP_0009890,http://purl.obolibrary.org/obo/HP_0009890,"Distance between the hairline (trichion) and the glabella (the most prominent point on the frontal bone above the root of the nose), in the midline, more than two SD above the mean. Alternatively, an apparently increased distance between the hairline and the glabella.|This feature gives the appearance of a tall forehead, and may or may not include reduction of hair in the temporal areas. This can be distinguished from male pattern baldness as the hairline is the superior boundary of the muscular forehead, which can be actively wrinkled, in contrast to the scalp where no wrinkling can occur. In addition, texture of the skin of the scalp differs from the texture of the skin over the forehead."
,HP_0009895,Abnormality of the crus of the helix,,HP,HP_0009895,http://purl.obolibrary.org/obo/HP_0009895,"An abnormality of the crus of the helix, which is the horizontal piece of cartilage located outside the ear canal that divides the upper and lower parts of the ear."
,HP_0009891,Underdeveloped supraorbital ridges,,HP,HP_0009891,http://purl.obolibrary.org/obo/HP_0009891,Flatness of the supraorbital portion of the frontal bones.
,HP_0009893,Telangiectasia of the ear,,HP,HP_0009893,http://purl.obolibrary.org/obo/HP_0009893,The presence of telangiectasia of the ear.
,HP_0009896,Abnormal antitragus morphology,,HP,HP_0009896,http://purl.obolibrary.org/obo/HP_0009896,"An abnormality of the antitragus, which is a small tubercle opposite to the tragus of the ear. The antitragus and the tragus are separated by the intertragic notch."
,HP_0003833,Laterally deficient tibial plateaux,,HP,HP_0003833,http://purl.obolibrary.org/obo/HP_0003833,
,HP_0030569,Pinhole visual acuity 0.1 LogMAR,,HP,HP_0030569,http://purl.obolibrary.org/obo/HP_0030569,
,HP_0009897,Horizontal crus of helix,,HP,HP_0009897,http://purl.obolibrary.org/obo/HP_0009897,"An abnormal horizontal axis orientation of the crus of the helix. That is, the main axis of the crus of the helix is perpendicular to the medial longitudinal axis of the ear, instead of sloping inferoposteriorly.|The term 'railroad track sign' has been used to describe prominent horizontal crus of the helix in combination with prominent and parallel inferior crus of the antihelix. It is preferable to simply describe each component separately."
,HP_0009899,Prominent crus of helix,,HP,HP_0009899,http://purl.obolibrary.org/obo/HP_0009899,"The presence of an abnormally prominent of the crus of the helix. That is, development of the crus helix to the same degree as an average antihelix stem or helix."
,HP_0040006,Mortality/Aging,,HP,HP_0040006,http://purl.obolibrary.org/obo/HP_0040006,
,HP_0040007,Absent pigmentation of chest,,HP,HP_0040007,http://purl.obolibrary.org/obo/HP_0040007,Lack of skin pigmentation (coloring) of the chest.
,HP_0040008,Aplasia of facial bones,,HP,HP_0040008,http://purl.obolibrary.org/obo/HP_0040008,
,HP_0040009,Hyperparakeratosis,,HP,HP_0040009,http://purl.obolibrary.org/obo/HP_0040009,"Abnormal keratinization of the epidermal stratum coreum (horny layer) with increased keratin formation, preservation of the nuclei in the superficial cells, and absence of the stratum granulosum."
,HP_0040004,Abnormality of corneal shape,,HP,HP_0040004,http://purl.obolibrary.org/obo/HP_0040004,
,HP_5200207,Inattentiveness illusion,,HP,HP_5200207,http://purl.obolibrary.org/obo/HP_5200207,Instances in which individuals fail to perceive or notice salient or significant stimuli in their visual field due to a lack of attention.
,HP_5200203,Proprioceptive hallucination,,HP,HP_5200203,http://purl.obolibrary.org/obo/HP_5200203,A type of hallucination that involves the perception of distorted or abnormal sensations related to one's body position or movement.
,HP_5200205,Illusions,,HP,HP_5200205,http://purl.obolibrary.org/obo/HP_5200205,Perceptual experiences that involve misinterpretations or distortions of sensory stimuli.
,HP_5200200,Olfactory hallucination,,HP,HP_5200200,http://purl.obolibrary.org/obo/HP_5200200,Perception of smell without olfactory stimulus.
,HP_5200201,Gustatory hallucination,,HP,HP_5200201,http://purl.obolibrary.org/obo/HP_5200201,Perception of taste without gustatory stimulus.
,HP_5200208,Illusions due to affect,,HP,HP_5200208,http://purl.obolibrary.org/obo/HP_5200208,Perceptual distortions or misinterpretations of sensory information arise as a result of the individual's emotional or affective state.
,HP_5200204,Disturbed perception with a stimulus,,HP,HP_5200204,http://purl.obolibrary.org/obo/HP_5200204,"A perceptual experience in which an individual's perception of sensory stimuli is altered or disrupted in some way, resulting in abnormal or distorted sensory perceptions despite the presence of actual external stimuli."
,HP_5200202,Abnormal interpretation of external stimuli,,HP,HP_5200202,http://purl.obolibrary.org/obo/HP_5200202,Abnormal perception of reality is characterized by an abnormal or inaccurate experience of external stimuli.
,HP_5200209,Pareidolia,,HP,HP_5200209,http://purl.obolibrary.org/obo/HP_5200209,"Apophenia is a psychological phenomenon in which individuals perceive familiar patterns or meaningful images in random or ambiguous stimuli, such as clouds, shadows, or inanimate objects."
