,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
1171,bbmri-eric:ID:ES_BioNER-IIER:collection:Encefalopatia_epileptica_infantil_temprana-64_EIEE64,Encefalopatía epiléptica infantil temprana-64 (EIEE64),,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,57.0,"nervous_system,rare_disease",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:G40.4,,,YEAR,,"PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other generalized epilepsy and epileptic syndromes,,,2026-07-23 05:02:06.175575,2026-07-23 05:02:06.175575,
1172,bbmri-eric:ID:ES_BioNER-IIER:collection:Encefalopatia_epileptica_asociada_al_gen_KCNH5,Encefalopatía epiléptica asociada al gen KCNH5,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,44.0,"nervous_system,rare_disease",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:G40.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other generalized epilepsy and epileptic syndromes,,,2026-07-23 05:02:06.175575,2026-07-23 05:02:06.175575,
1173,bbmri-eric:ID:ES_BioNER-IIER:collection:Miocardiopatia_arritmogenica_izquierda,Miocardiopatia arritmogénica izquierda,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,1.0,"cardiovascular,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:I42.8,,,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Cardiomyopathy - Other cardiomyopathies,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1177,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_Doose_Epilepsia_mioclonica_astatica,Síndrome de Doose (Epilepsia mioclónica astática),,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,54.0,"nervous_system,rare_disease",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:G40.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other generalized epilepsy and epileptic syndromes,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1178,bbmri-eric:ID:ES_BioNER-IIER:collection:Enfermedad_de_Whipple,Enfermedad de Whipple,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,rare_disease,,,,1.0,0.0,MALE,urn:miriam:icd:K90.8,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other intestinal malabsorption,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1183,bbmri-eric:ID:ES_BioNER-IIER:collection:Neurofibromatosis_tipo_2,Neurofibromatosis tipo 2,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,2,134.0,rare_disease,,,,6.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q85.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Phakomatoses,not elsewhere classified - Neurofibromatosis (nonmalignant)",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1185,bbmri-eric:ID:ES_BioNER-IIER:collection:Encefalopatia_epileptica_infantil_temprana_7_KCNQ2,"Encefalopatía epiléptica infantil temprana 7, KCNQ2",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,79.0,"nervous_system,rare_disease",,,,5.0,0.0,"MALE,FEMALE",urn:miriam:icd:G40.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other generalized epilepsy and epileptic syndromes,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1186,bbmri-eric:ID:ES_BioNER-IIER:collection:Penfigoide_ampolloso,Penfigoide ampolloso,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,rare_disease,,,,1.0,0.0,FEMALE,urn:miriam:icd:L12.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Bullous pemphigoid,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1188,bbmri-eric:ID:ES_BioNER-IIER:collection:Encefalopatia_epileptica_infantil_temprana_42_mutacion_CACNA1A,"Encefalopatía epiléptica infantil temprana 42, mutación CACNA1A",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,51.0,"nervous_system,rare_disease",,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:G40.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other generalized epilepsy and epileptic syndromes,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1189,bbmri-eric:ID:ES_BioNER-IIER:collection:Urticaria_colinergica,Urticaria colinérgica,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,18.0,rare_disease,,,,1.0,0.0,MALE,urn:miriam:icd:L50.5,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Cholinergic urticaria,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1190,bbmri-eric:ID:ES_BioNER-IIER:collection:Narcolepsia_con_cataplexia,Narcolepsia con cataplexia,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,17.0,"nervous_system,rare_disease",,,,1.0,0.0,FEMALE,urn:miriam:icd:G47.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Sleep disorders - Narcolepsy and cataplexy,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1191,bbmri-eric:ID:ES_BioNER-IIER:collection:Enfermedad_de_Charcot-Marie-Tooth_tipo_1,Enfermedad de Charcot-Marie-Tooth tipo 1,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,36.0,"nervous_system,rare_disease",,,,2.0,0.0,MALE,urn:miriam:icd:G60.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Hereditary motor and sensory neuropathy,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1196,bbmri-eric:ID:ES_BioNER-IIER:collection:Morfea,Morfea,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,61.0,rare_disease,,,,2.0,0.0,FEMALE,urn:miriam:icd:L94.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Localized scleroderma [morphea],,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1199,bbmri-eric:ID:ES_BioNER-IIER:collection:DERMATOMIOSITIS,DERMATOMIOSITIS,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,rare_disease,,,,1.0,0.0,FEMALE,urn:miriam:icd:M33.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Dermatopolymyositis - Other dermatomyositis,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1207,bbmri-eric:ID:ES_BioNER-IIER:collection:Enfermedad_de_Charcot-Marie-Tooth_ligada_al_X,Enfermedad de Charcot-Marie-Tooth ligada al X,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,36.0,"nervous_system,rare_disease",,,,2.0,0.0,FEMALE,urn:miriam:icd:G60.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Hereditary motor and sensory neuropathy,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1208,bbmri-eric:ID:ES_BioNER-IIER:collection:ALGODISTROFIA,ALGODISTROFIA,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,63.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:M89.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other disorders of bone - Algoneurodystrophy,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1211,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_Jeune_distrofia_toracica_asfixiante_4,"Síndrome de Jeune, distrofia torácica asfixiante 4",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,71.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q77.2,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Osteochondrodysplasia with defects of growth of tubular bones and spine - Short rib syndrome,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1214,bbmri-eric:ID:ES_BioNER-IIER:collection:Heterotopia_periventricular_nodular_8_ARF1,Heterotopia periventricular nodular 8 ARF1,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,47.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q04,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other congenital malformations of brain,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1220,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_Joubert,Síndrome de Joubert,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,57.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q04,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other congenital malformations of brain,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1225,bbmri-eric:ID:ES_BioNER-IIER:collection:SiNDROME_DE_ARNOLD_CHIARI,SÍNDROME DE ARNOLD CHIARI,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,2,895.0,rare_disease,,,,48.0,1.0,"MALE,FEMALE,NAV",urn:miriam:icd:Q07,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SALIVA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other congenital malformations of nervous system,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1229,bbmri-eric:ID:ES_BioNER-IIER:collection:DISTROFIA_MUSCULAR,DISTROFIA MUSCULAR,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,21.0,"nervous_system,rare_disease",,,,1.0,0.0,MALE,urn:miriam:icd:G71.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Primary disorders of muscles - Muscular dystrophy,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1232,bbmri-eric:ID:ES_BioNER-IIER:collection:Epispadias,Epispadias,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,42.0,rare_disease,,,,2.0,0.0,MALE,urn:miriam:icd:Q64.0,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other congenital malformations of urinary system - Epispadias,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1237,bbmri-eric:ID:ES_BioNER-IIER:collection:Extrofia_vesical,Extrofia vesical,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,2,197.0,rare_disease,,,,11.0,1.0,"MALE,FEMALE",urn:miriam:icd:Q64.1,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Exstrophy of urinary bladder,,,2026-07-23 05:02:06.556069,2026-07-23 05:02:06.556069,
1242,bbmri-eric:ID:ES_BioNER-IIER:collection:Displasia_ectodermica_hipohidrotica,Displasia ectodérmica hipohidrótica,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,63.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q82.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other congenital malformations of skin - Ectodermal dysplasia (anhidrotic),,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1245,bbmri-eric:ID:ES_BioNER-IIER:collection:Pseudoxantoma_elastico,Pseudoxantoma elástico,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,65.0,rare_disease,,,,5.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q82.8,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SALIVA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified congenital malformations of skin,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
