name,codesystem,code,ontologyTermURI
T3 spinal ganglion,SNOMED CT,278339008,http://purl.bioontology.org/ontology/SNOMEDCT/278339008
T4 spinal ganglion,SNOMED CT,278340005,http://purl.bioontology.org/ontology/SNOMEDCT/278340005
T5 spinal ganglion,SNOMED CT,278341009,http://purl.bioontology.org/ontology/SNOMEDCT/278341009
T6 spinal ganglion,SNOMED CT,278342002,http://purl.bioontology.org/ontology/SNOMEDCT/278342002
T7 spinal ganglion,SNOMED CT,278343007,http://purl.bioontology.org/ontology/SNOMEDCT/278343007
T8 spinal ganglion,SNOMED CT,278344001,http://purl.bioontology.org/ontology/SNOMEDCT/278344001
T9 spinal ganglion,SNOMED CT,278345000,http://purl.bioontology.org/ontology/SNOMEDCT/278345000
T10 spinal ganglion,SNOMED CT,278346004,http://purl.bioontology.org/ontology/SNOMEDCT/278346004
T11 spinal ganglion,SNOMED CT,278347008,http://purl.bioontology.org/ontology/SNOMEDCT/278347008
T12 spinal ganglion,SNOMED CT,278348003,http://purl.bioontology.org/ontology/SNOMEDCT/278348003
L1 spinal ganglion,SNOMED CT,278349006,http://purl.bioontology.org/ontology/SNOMEDCT/278349006
L2 spinal ganglion,SNOMED CT,278350006,http://purl.bioontology.org/ontology/SNOMEDCT/278350006
L3 spinal ganglion,SNOMED CT,278351005,http://purl.bioontology.org/ontology/SNOMEDCT/278351005
L4 spinal ganglion,SNOMED CT,278352003,http://purl.bioontology.org/ontology/SNOMEDCT/278352003
L5 spinal ganglion,SNOMED CT,278353008,http://purl.bioontology.org/ontology/SNOMEDCT/278353008
S1 spinal ganglion,SNOMED CT,278354002,http://purl.bioontology.org/ontology/SNOMEDCT/278354002
S2 spinal ganglion,SNOMED CT,278355001,http://purl.bioontology.org/ontology/SNOMEDCT/278355001
S3 spinal ganglion,SNOMED CT,278356000,http://purl.bioontology.org/ontology/SNOMEDCT/278356000
S4 spinal ganglion,SNOMED CT,278357009,http://purl.bioontology.org/ontology/SNOMEDCT/278357009
Conjunctival gland,SNOMED CT,278359007,http://purl.bioontology.org/ontology/SNOMEDCT/278359007
Accessory lacrimal gland,SNOMED CT,278360002,http://purl.bioontology.org/ontology/SNOMEDCT/278360002
Gland of Wolfring and Ciacco,SNOMED CT,278361003,http://purl.bioontology.org/ontology/SNOMEDCT/278361003
Gland of Henle,SNOMED CT,278362005,http://purl.bioontology.org/ontology/SNOMEDCT/278362005
Segmental bronchus of right lung,SNOMED CT,278367004,http://purl.bioontology.org/ontology/SNOMEDCT/278367004
Segmental bronchus of left lung,SNOMED CT,278368009,http://purl.bioontology.org/ontology/SNOMEDCT/278368009
Segmental bronchus of right upper lobe,SNOMED CT,278369001,http://purl.bioontology.org/ontology/SNOMEDCT/278369001
Segmental bronchus of right middle lobe,SNOMED CT,278370000,http://purl.bioontology.org/ontology/SNOMEDCT/278370000
Segmental bronchus of right lower lobe,SNOMED CT,278371001,http://purl.bioontology.org/ontology/SNOMEDCT/278371001
Entire right middle lobe lateral segmental bronchus,SNOMED CT,278372008,http://purl.bioontology.org/ontology/SNOMEDCT/278372008
Entire right middle lobe medial segmental bronchus,SNOMED CT,278373003,http://purl.bioontology.org/ontology/SNOMEDCT/278373003
Entire right apical segmental bronchus,SNOMED CT,278374009,http://purl.bioontology.org/ontology/SNOMEDCT/278374009
Entire right upper lobe anterior segmental bronchus,SNOMED CT,278375005,http://purl.bioontology.org/ontology/SNOMEDCT/278375005
Entire right upper lobe posterior segmental bronchus,SNOMED CT,278376006,http://purl.bioontology.org/ontology/SNOMEDCT/278376006
Segmental bronchus of left upper lobe,SNOMED CT,278377002,http://purl.bioontology.org/ontology/SNOMEDCT/278377002
Segmental bronchus of left lower lobe,SNOMED CT,278378007,http://purl.bioontology.org/ontology/SNOMEDCT/278378007
Entire left apicoposterior segmental bronchus,SNOMED CT,278379004,http://purl.bioontology.org/ontology/SNOMEDCT/278379004
Entire left upper lobe anterior segmental bronchus,SNOMED CT,278380001,http://purl.bioontology.org/ontology/SNOMEDCT/278380001
Entire left lower lobe superior segmental bronchus,SNOMED CT,278381002,http://purl.bioontology.org/ontology/SNOMEDCT/278381002
Entire left lower lobe anterior segmental bronchus,SNOMED CT,278382009,http://purl.bioontology.org/ontology/SNOMEDCT/278382009
Entire left lower lobe lateral segmental bronchus,SNOMED CT,278383004,http://purl.bioontology.org/ontology/SNOMEDCT/278383004
Entire left lower lobe posterior segmental bronchus,SNOMED CT,278384005,http://purl.bioontology.org/ontology/SNOMEDCT/278384005
Entire paravaginal lymph node,SNOMED CT,278418000,http://purl.bioontology.org/ontology/SNOMEDCT/278418000
Mesial marginal ridge of tooth,SNOMED CT,278475009,http://purl.bioontology.org/ontology/SNOMEDCT/278475009
Distal marginal ridge of tooth,SNOMED CT,278476005,http://purl.bioontology.org/ontology/SNOMEDCT/278476005
Entire paravesicular lymph node,SNOMED CT,278502008,http://purl.bioontology.org/ontology/SNOMEDCT/278502008
Structure of postvesicular lymph node,SNOMED CT,278571002,http://purl.bioontology.org/ontology/SNOMEDCT/278571002
Structure of lateral vesicular lymph node,SNOMED CT,278672000,http://purl.bioontology.org/ontology/SNOMEDCT/278672000
Segment of spinal cord,SNOMED CT,278748001,http://purl.bioontology.org/ontology/SNOMEDCT/278748001
Segment of cervical spinal cord,SNOMED CT,278749009,http://purl.bioontology.org/ontology/SNOMEDCT/278749009
Segment of thoracic spinal cord,SNOMED CT,278750009,http://purl.bioontology.org/ontology/SNOMEDCT/278750009
Segment of lumbar spinal cord,SNOMED CT,278751008,http://purl.bioontology.org/ontology/SNOMEDCT/278751008
Segment of sacral spinal cord,SNOMED CT,278752001,http://purl.bioontology.org/ontology/SNOMEDCT/278752001
Segment of coccygeal spinal cord,SNOMED CT,278753006,http://purl.bioontology.org/ontology/SNOMEDCT/278753006
First cervical spinal cord segment,SNOMED CT,278754000,http://purl.bioontology.org/ontology/SNOMEDCT/278754000
Second cervical spinal cord segment,SNOMED CT,278755004,http://purl.bioontology.org/ontology/SNOMEDCT/278755004
Third cervical spinal cord segment,SNOMED CT,278756003,http://purl.bioontology.org/ontology/SNOMEDCT/278756003
Fourth cervical spinal cord segment,SNOMED CT,278757007,http://purl.bioontology.org/ontology/SNOMEDCT/278757007
Fifth cervical spinal cord segment,SNOMED CT,278758002,http://purl.bioontology.org/ontology/SNOMEDCT/278758002
Sixth cervical spinal cord segment,SNOMED CT,278759005,http://purl.bioontology.org/ontology/SNOMEDCT/278759005
Seventh cervical spinal cord segment,SNOMED CT,278760000,http://purl.bioontology.org/ontology/SNOMEDCT/278760000
Eighth cervical spinal cord segment,SNOMED CT,278761001,http://purl.bioontology.org/ontology/SNOMEDCT/278761001
First thoracic spinal cord segment,SNOMED CT,278762008,http://purl.bioontology.org/ontology/SNOMEDCT/278762008
Second thoracic spinal cord segment,SNOMED CT,278763003,http://purl.bioontology.org/ontology/SNOMEDCT/278763003
Third thoracic spinal cord segment,SNOMED CT,278764009,http://purl.bioontology.org/ontology/SNOMEDCT/278764009
Entire prevesicular lymph node,SNOMED CT,278765005,http://purl.bioontology.org/ontology/SNOMEDCT/278765005
Fourth thoracic spinal cord segment,SNOMED CT,278766006,http://purl.bioontology.org/ontology/SNOMEDCT/278766006
Fifth thoracic spinal cord segment,SNOMED CT,278767002,http://purl.bioontology.org/ontology/SNOMEDCT/278767002
Sixth thoracic spinal cord segment,SNOMED CT,278768007,http://purl.bioontology.org/ontology/SNOMEDCT/278768007
Seventh thoracic spinal cord segment,SNOMED CT,278769004,http://purl.bioontology.org/ontology/SNOMEDCT/278769004
Eighth thoracic spinal cord segment,SNOMED CT,278770003,http://purl.bioontology.org/ontology/SNOMEDCT/278770003
Ninth thoracic spinal cord segment,SNOMED CT,278771004,http://purl.bioontology.org/ontology/SNOMEDCT/278771004
Tenth thoracic spinal cord segment,SNOMED CT,278772006,http://purl.bioontology.org/ontology/SNOMEDCT/278772006
Eleventh thoracic spinal cord segment,SNOMED CT,278773001,http://purl.bioontology.org/ontology/SNOMEDCT/278773001
Twelfth thoracic spinal cord segment,SNOMED CT,278774007,http://purl.bioontology.org/ontology/SNOMEDCT/278774007
Fifth lumbar spinal cord segment,SNOMED CT,278775008,http://purl.bioontology.org/ontology/SNOMEDCT/278775008
First lumbar spinal cord segment,SNOMED CT,278776009,http://purl.bioontology.org/ontology/SNOMEDCT/278776009
Second lumbar spinal cord segment,SNOMED CT,278777000,http://purl.bioontology.org/ontology/SNOMEDCT/278777000
Third lumbar spinal cord segment,SNOMED CT,278778005,http://purl.bioontology.org/ontology/SNOMEDCT/278778005
Fourth lumbar spinal cord segment,SNOMED CT,278779002,http://purl.bioontology.org/ontology/SNOMEDCT/278779002
First sacral spinal cord segment,SNOMED CT,278780004,http://purl.bioontology.org/ontology/SNOMEDCT/278780004
Second sacral spinal cord segment,SNOMED CT,278781000,http://purl.bioontology.org/ontology/SNOMEDCT/278781000
Third sacral spinal cord segment,SNOMED CT,278782007,http://purl.bioontology.org/ontology/SNOMEDCT/278782007
Fourth sacral spinal cord segment,SNOMED CT,278783002,http://purl.bioontology.org/ontology/SNOMEDCT/278783002
Fifth sacral spinal cord segment,SNOMED CT,278784008,http://purl.bioontology.org/ontology/SNOMEDCT/278784008
First coccygeal spinal cord segment,SNOMED CT,278785009,http://purl.bioontology.org/ontology/SNOMEDCT/278785009
Second coccygeal spinal cord segment,SNOMED CT,278786005,http://purl.bioontology.org/ontology/SNOMEDCT/278786005
Third coccygeal spinal cord segment,SNOMED CT,278787001,http://purl.bioontology.org/ontology/SNOMEDCT/278787001
Fourth coccygeal spinal cord segment,SNOMED CT,278788006,http://purl.bioontology.org/ontology/SNOMEDCT/278788006
Root of brachial plexus,SNOMED CT,278789003,http://purl.bioontology.org/ontology/SNOMEDCT/278789003
Trunk of brachial plexus,SNOMED CT,278790007,http://purl.bioontology.org/ontology/SNOMEDCT/278790007
Entire middle trunk of brachial plexus,SNOMED CT,278792004,http://purl.bioontology.org/ontology/SNOMEDCT/278792004
Lower trunk of brachial plexus,SNOMED CT,278793009,http://purl.bioontology.org/ontology/SNOMEDCT/278793009
Division of trunk of brachial plexus,SNOMED CT,278794003,http://purl.bioontology.org/ontology/SNOMEDCT/278794003
Division of upper trunk of brachial plexus,SNOMED CT,278795002,http://purl.bioontology.org/ontology/SNOMEDCT/278795002
Division of middle trunk of brachial plexus,SNOMED CT,278796001,http://purl.bioontology.org/ontology/SNOMEDCT/278796001
Division of lower trunk of brachial plexus,SNOMED CT,278797005,http://purl.bioontology.org/ontology/SNOMEDCT/278797005
Anterior division of upper trunk of brachial plexus,SNOMED CT,278798000,http://purl.bioontology.org/ontology/SNOMEDCT/278798000
Posterior division of upper trunk of brachial plexus,SNOMED CT,278799008,http://purl.bioontology.org/ontology/SNOMEDCT/278799008
Anterior division of middle trunk of brachial plexus,SNOMED CT,278800007,http://purl.bioontology.org/ontology/SNOMEDCT/278800007
Posterior division of middle trunk of brachial plexus,SNOMED CT,278801006,http://purl.bioontology.org/ontology/SNOMEDCT/278801006
Anterior division of lower trunk of brachial plexus,SNOMED CT,278802004,http://purl.bioontology.org/ontology/SNOMEDCT/278802004
Posterior division of lower trunk of brachial plexus,SNOMED CT,278803009,http://purl.bioontology.org/ontology/SNOMEDCT/278803009
Anatomical snuffbox,SNOMED CT,278825003,http://purl.bioontology.org/ontology/SNOMEDCT/278825003
Body internal region,SNOMED CT,278826002,http://purl.bioontology.org/ontology/SNOMEDCT/278826002
Superior lumbar triangle,SNOMED CT,278827006,http://purl.bioontology.org/ontology/SNOMEDCT/278827006
Inferior lumbar triangle,SNOMED CT,278828001,http://purl.bioontology.org/ontology/SNOMEDCT/278828001
Entire Hesselbach's triangle,SNOMED CT,278829009,http://purl.bioontology.org/ontology/SNOMEDCT/278829009
Entire inguinal ring,SNOMED CT,278830004,http://purl.bioontology.org/ontology/SNOMEDCT/278830004
Entire deep inguinal ring,SNOMED CT,278831000,http://purl.bioontology.org/ontology/SNOMEDCT/278831000
Third of esophagus,SNOMED CT,278842009,http://purl.bioontology.org/ontology/SNOMEDCT/278842009
Esophageal segment,SNOMED CT,278843004,http://purl.bioontology.org/ontology/SNOMEDCT/278843004
Entire medial lacunar lymph node,SNOMED CT,278845006,http://purl.bioontology.org/ontology/SNOMEDCT/278845006
Branch of brachial plexus,SNOMED CT,278877009,http://purl.bioontology.org/ontology/SNOMEDCT/278877009
Branch of root of brachial plexus,SNOMED CT,278878004,http://purl.bioontology.org/ontology/SNOMEDCT/278878004
Entire dorsal scapular nerve,SNOMED CT,278879007,http://purl.bioontology.org/ontology/SNOMEDCT/278879007
Entire long thoracic nerve,SNOMED CT,278880005,http://purl.bioontology.org/ontology/SNOMEDCT/278880005
Nerve to subclavius,SNOMED CT,278881009,http://purl.bioontology.org/ontology/SNOMEDCT/278881009
Branch of upper trunk of brachial plexus,SNOMED CT,278882002,http://purl.bioontology.org/ontology/SNOMEDCT/278882002
Branch of lateral cord of brachial plexus,SNOMED CT,278883007,http://purl.bioontology.org/ontology/SNOMEDCT/278883007
Lateral root of median nerve,SNOMED CT,278885000,http://purl.bioontology.org/ontology/SNOMEDCT/278885000
Branch of medial cord of brachial plexus,SNOMED CT,278886004,http://purl.bioontology.org/ontology/SNOMEDCT/278886004
Medial root of median nerve,SNOMED CT,278888003,http://purl.bioontology.org/ontology/SNOMEDCT/278888003
Entire medial cutaneous nerve of arm,SNOMED CT,278889006,http://purl.bioontology.org/ontology/SNOMEDCT/278889006
Entire medial cutaneous nerve of forearm,SNOMED CT,278890002,http://purl.bioontology.org/ontology/SNOMEDCT/278890002
Branch of posterior cord of brachial plexus,SNOMED CT,278891003,http://purl.bioontology.org/ontology/SNOMEDCT/278891003
Upper subscapular nerve,SNOMED CT,278892005,http://purl.bioontology.org/ontology/SNOMEDCT/278892005
Lower subscapular nerve,SNOMED CT,278893000,http://purl.bioontology.org/ontology/SNOMEDCT/278893000
Entire first coccygeal vertebra,SNOMED CT,278911003,http://purl.bioontology.org/ontology/SNOMEDCT/278911003
Entire second coccygeal vertebra,SNOMED CT,278912005,http://purl.bioontology.org/ontology/SNOMEDCT/278912005
Entire third coccygeal vertebra,SNOMED CT,278913000,http://purl.bioontology.org/ontology/SNOMEDCT/278913000
Entire fourth coccygeal vertebra,SNOMED CT,278914006,http://purl.bioontology.org/ontology/SNOMEDCT/278914006
Coccygeal spine,SNOMED CT,278915007,http://purl.bioontology.org/ontology/SNOMEDCT/278915007
Entire sigmoid lymph node,SNOMED CT,278931004,http://purl.bioontology.org/ontology/SNOMEDCT/278931004
Entire nasal vestibule,SNOMED CT,278940000,http://purl.bioontology.org/ontology/SNOMEDCT/278940000
Entire nasal cartilage,SNOMED CT,278941001,http://purl.bioontology.org/ontology/SNOMEDCT/278941001
Entire septal cartilage,SNOMED CT,278942008,http://purl.bioontology.org/ontology/SNOMEDCT/278942008
Entire alar cartilage,SNOMED CT,278943003,http://purl.bioontology.org/ontology/SNOMEDCT/278943003
Entire lateral nasal cartilage,SNOMED CT,278944009,http://purl.bioontology.org/ontology/SNOMEDCT/278944009
Entire inflow tract of right ventricle,SNOMED CT,278950004,http://purl.bioontology.org/ontology/SNOMEDCT/278950004
Entire trabecula septomarginalis,SNOMED CT,278952007,http://purl.bioontology.org/ontology/SNOMEDCT/278952007
Entire crista supraventricularis,SNOMED CT,278954008,http://purl.bioontology.org/ontology/SNOMEDCT/278954008
Ventriculo-infundibular fold,SNOMED CT,278955009,http://purl.bioontology.org/ontology/SNOMEDCT/278955009
Right ventricular interleaflet triangle,SNOMED CT,278956005,http://purl.bioontology.org/ontology/SNOMEDCT/278956005
Ventriculopulmonary junction,SNOMED CT,278957001,http://purl.bioontology.org/ontology/SNOMEDCT/278957001
Anatomic ventriculopulmonary junction,SNOMED CT,278958006,http://purl.bioontology.org/ontology/SNOMEDCT/278958006
Hemodynamic ventriculopulmonary junction,SNOMED CT,278959003,http://purl.bioontology.org/ontology/SNOMEDCT/278959003
Entire inflow tract of left ventricle,SNOMED CT,278960008,http://purl.bioontology.org/ontology/SNOMEDCT/278960008
Subaortic diverticulum,SNOMED CT,278961007,http://purl.bioontology.org/ontology/SNOMEDCT/278961007
Aortic curtain,SNOMED CT,278962000,http://purl.bioontology.org/ontology/SNOMEDCT/278962000
Left ventricular interleaflet triangle,SNOMED CT,278963005,http://purl.bioontology.org/ontology/SNOMEDCT/278963005
Ventriculoaortic junction,SNOMED CT,278964004,http://purl.bioontology.org/ontology/SNOMEDCT/278964004
Anatomic ventriculoaortic junction,SNOMED CT,278965003,http://purl.bioontology.org/ontology/SNOMEDCT/278965003
Hemodynamic ventriculoaortic junction,SNOMED CT,278966002,http://purl.bioontology.org/ontology/SNOMEDCT/278966002
Entire tracheal cartilage,SNOMED CT,278979006,http://purl.bioontology.org/ontology/SNOMEDCT/278979006
Entire bronchial cartilage,SNOMED CT,278980009,http://purl.bioontology.org/ontology/SNOMEDCT/278980009
Entire terminal bronchiole,SNOMED CT,278981008,http://purl.bioontology.org/ontology/SNOMEDCT/278981008
Entire lobular bronchiole,SNOMED CT,278982001,http://purl.bioontology.org/ontology/SNOMEDCT/278982001
Fissure of lung,SNOMED CT,278983006,http://purl.bioontology.org/ontology/SNOMEDCT/278983006
Fissure of left lung,SNOMED CT,278984000,http://purl.bioontology.org/ontology/SNOMEDCT/278984000
Fissure of right lung,SNOMED CT,278985004,http://purl.bioontology.org/ontology/SNOMEDCT/278985004
Entire oblique interlobar fissure of right lung,SNOMED CT,278986003,http://purl.bioontology.org/ontology/SNOMEDCT/278986003
