order,name,ontologyTermURI,parent
229,Premature labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023497,Labour onset and length abnormalities
230,Prolonged labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023498,Labour onset and length abnormalities
231,Arrested labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023499,Failed labour
232,Failed trial of labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023500,Failed labour
233,Missed labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023501,Failed labour
234,Complication of delivery,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023502,Maternal complications of delivery NEC
235,Retained placenta or membranes,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023503,Maternal complications of delivery NEC
236,Cervix dystocia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023504,Maternal complications of delivery NEC
237,"Exposures, chemical injuries and poisoning",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136475,"Injury, poisoning and procedural complications"
238,Physical examination and organ system status topics,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136476,Investigations
239,Post transfusion purpura,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136477,Thrombocytopenias
240,Non-immune heparin associated thrombocytopenia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136478,Thrombocytopenias
241,Transfusion-associated dyspnoea,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136479,Dyspnoeas
242,Trisomy 14,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136480,Congenital cardiac structural defects NEC
243,Myocardial stunning,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136481,Ischaemic coronary artery disorders
244,Renal venous congestion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136482,Kidney congestion
245,Cephalo-pelvic disproportion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023505,Maternal complications of labour NEC
246,Fatal familial insomnia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136483,Gene mutations and other alterations NEC
247,Annular pancreas,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136484,Pancreatic disorders congenital
248,Inborn error of lipid metabolism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136485,Inborn errors of lipid metabolism
249,3-hydroxyacetyl-coenzyme A dehydrogenase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136486,Inborn errors of lipid metabolism
250,Acquired gene mutations and other alterations,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136495,
251,Dialysis related complications,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136496,Procedural related injuries and complications NEC
252,Exposures NEC (excl medication errors due to accidental exposures),https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136497,"Exposures, chemical injuries and poisoning"
253,"Exposures associated with pregnancy, delivery and lactation",https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136498,"Pregnancy, labour, delivery and postpartum conditions"
254,Gene analyses,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136499,Cytogenetic investigations and genetic analyses
255,Physical examination procedures and organ system status,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136500,Physical examination and organ system status topics
256,Labour complication,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023506,Maternal complications of labour NEC
257,Myasthenia gravis and related conditions,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136501,Muscle disorders
258,Congenital haematological disorder,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136502,Haematological disorders congenital NEC
259,Acquired thalassaemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136503,Thalassaemic disorders
260,Delayed serologic transfusion reaction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136504,Anaemias haemolytic immune
261,Cardiac haemolytic anaemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136505,Cardiac complications associated with device
262,Red cell fragmentation syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136506,Anaemias haemolytic mechanical factor
263,Splenic fibrosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136507,Spleen disorders
264,Bandaemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136508,Leukocytoses NEC
265,Hermansky-Pudlak syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136509,Lysosomal storage disorders
266,Endothelial protein C receptor polymorphism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136510,Genetic polymorphisms
267,Maternal distress during labour,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023507,Maternal complications of labour NEC
268,Auditory neuropathy spectrum disorder,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136511,Hearing disorders congenital
269,Mevalonic aciduria,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136512,Immune system abnormalities congenital
270,Pyogenic sterile arthritis pyoderma gangrenosum and acne syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136513,Immune system abnormalities congenital
271,Majeed's syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136514,Immune system abnormalities congenital
272,Deficiency of the interleukin-1 receptor antagonist,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136515,Immune system abnormalities congenital
273,Hyper IgD syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136516,Inborn errors of metabolism NEC
274,Mevalonate kinase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136517,Inborn errors of metabolism NEC
275,Intracranial lipoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136518,Central nervous system disorders congenital NEC
276,Frenulum breve,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136519,Male reproductive tract disorders congenital
277,Hooded prepuce,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136520,Male reproductive tract disorders congenital
278,Uterine contractions abnormal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023508,Maternal complications of labour NEC
279,Congenital melanocytic naevus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136521,Skin and subcutaneous tissue disorders congenital NEC
280,Glucocorticoid deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136522,Adrenal cortical hypofunctions
281,Mineralocorticoid deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136523,Adrenal cortical hypofunctions
282,Male genital atrophy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136524,Male gonadal function disorders
283,Carcinoid crisis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136525,Ectopic endocrine disorders
284,Hypercalcitoninaemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136526,Thyroid disorders NEC
285,Very long-chain acetyl-coenzyme A dehydrogenase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136527,Very long-chain acyl-coenzyme A dehydrogenase deficiency
286,Long-chain acetyl-coenzyme A dehydrogenase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136528,Long-chain acyl-coenzyme A dehydrogenase deficiency
287,Short-chain acetyl-coenzyme A dehydrogenase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136529,Short-chain acyl-coenzyme A dehydrogenase deficiency
288,Blau syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136530,Gene mutations and other alterations NEC
289,Uterine hypertonus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023509,Maternal complications of labour NEC
290,Hand-foot-genital syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136531,Musculoskeletal and connective tissue disorders of limbs congenital
291,Craniolacunia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136532,Musculoskeletal and connective tissue disorders of skull congenital
292,Familial scaphocephaly syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136533,Musculoskeletal and connective tissue disorders of skull congenital
293,Renal malposition,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136534,Renal disorders congenital
294,Limbal stem cell deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136535,"Corneal structural change, deposit and degeneration"
295,Eye colour change,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136536,"Iris and ciliary body structural change, deposit and degeneration"
296,Pseudostrabismus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136537,Musculoskeletal and connective tissue conditions NEC
297,Ocular rosacea,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136538,"Ocular infections, inflammations and associated manifestations"
298,Catheter site abscess,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136539,Infections NEC
299,Autoinflammatory disease,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136540,Febrile disorders
300,Uterine hypotonus,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023510,Maternal complications of labour NEC
301,Chronic graft versus host disease in liver,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136541,Immune and associated conditions NEC
302,Drug-induced liver injury,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136542,Poisoning and toxicity
303,Biloma rupture,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136543,Hepatic and hepatobiliary disorders NEC
304,Paediatric autoimmune neuropsychiatric disorders associated with streptococcal infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136544,Paediatric acute-onset neuropsychiatric syndrome
305,Stiff person syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136545,Muscle tone abnormal
306,Trichodysplasia spinulosa,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136546,Papulosquamous conditions
307,Haemorrhagic thyroid cyst,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136547,Thyroid disorders NEC
308,Thyroid cancer recurrent,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136548,Thyroid neoplasms
309,Parinaud syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136549,Ocular signs and symptoms NEC
310,Vitreous haematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136550,Choroid and vitreous haemorrhages and vascular disorders
311,Complication of pregnancy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023511,Maternal complications of pregnancy NEC
312,Subretinal haematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136551,Retinal bleeding and vascular disorders (excl retinopathy)
313,Conjunctival telangiectasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136552,Conjunctival and corneal bleeding and vascular disorders
314,Intraocular haematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136553,Eye and ear procedural complications
315,Ectopic pregnancy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023512,Maternal complications of pregnancy NEC
316,Benign mesenteric neoplasm,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136597,Benign neoplasms gastrointestinal (excl oral cavity)
317,Chronic graft versus host disease in intestine,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136598,Gastrointestinal disorders NEC
318,Oesophageal mucosa erythema,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136599,Oesophageal disorders NEC
319,Oesophageal mucosal dissection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136600,Oesophageal disorders NEC
320,Narcotic bowel syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136601,Non-mechanical ileus
321,Mesenteric neoplasm,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136602,Gastrointestinal neoplasms NEC
322,Oesophageal fibrosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136603,Oesophageal stenosis and obstruction
323,Varicose veins of abdominal wall,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136604,Haemorrhoids and gastrointestinal varices (excl oesophageal)
324,Ruptured ectopic pregnancy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023513,Maternal complications of pregnancy NEC
325,Duodenal vascular ectasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136605,Gastrointestinal vascular malformations
326,Fructose intolerance,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136606,Malabsorption syndromes
327,Palatal palsy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136607,Mixed cranial nerve disorders
328,Retroperitoneal mass,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136608,Peritoneal and retroperitoneal disorders
329,Tooth pulp haemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136609,Dental pulp disorders
330,Puncture site swelling,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136610,Administration site reactions NEC
331,Peritumoural oedema,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136611,Oncologic complications and emergencies
332,Spinal pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136612,Spinal cord and nerve root disorders NEC
333,Fracture pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136613,Pain and discomfort NEC
334,H-ras gene mutation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136614,Gene mutations and other alterations NEC
335,Neonatal disorder,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000023514,Newborn complications NEC
336,N-ras gene mutation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136615,Gene mutations and other alterations NEC
337,C-kit gene mutation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136616,Gene mutations and other alterations NEC
338,C-kit gene overexpression,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000136617,Gene mutations and other alterations NEC
